District,Year,Season,Crop,Land Area (ha),Rainfall (mm),Temperature (°C),Humidity (%),Irrigation (%),Fertilizer Usage (kg/ha),Yield (t/ha)
Guntur,2024,Kharif,Rice,4861.41,1002.58,33.64,69.22,80.37,190.84,2.18
Vizianagaram,2022,Rabi,Sugarcane,6317.68,797.32,28.9,62.52,93.27,161.07,3.32
Kurnool,2021,Rabi,Cotton,3590.53,800.07,27.22,69.47,47.07,187.58,1.51
Vizianagaram,2023,Kharif,Maize,2775.46,1411.65,30.27,78.47,92.18,91.61,3.03
Vizianagaram,2022,Kharif,Chili,1648.03,770.65,30.81,50.67,44.62,149.88,1.86
Chittoor,2021,Kharif,Cotton,2751.06,422.23,36.48,81.45,88.14,177.13,0.97
Krishna,2020,Kharif,Chili,2582.85,1066.87,28.4,88.93,99.35,81.45,5.3
Chittoor,2024,Rabi,Groundnut,4480.47,619.51,33.64,81.26,63.61,141.36,1.28
Krishna,2023,Rabi,Pulses,8363.38,1089.4,27.52,75.28,81.33,114.22,4.98
West Godavari,2024,Kharif,Groundnut,5196.0,1297.82,27.7,59.4,84.34,117.1,3.74
Chittoor,2021,Kharif,Maize,7812.33,432.05,32.09,59.97,36.22,140.0,1.08
Anantapur,2021,Kharif,Cotton,7503.86,609.25,28.42,51.74,55.55,98.81,1.25
Prakasam,2021,Rabi,Chili,9496.97,696.15,36.18,72.13,43.32,167.94,1.22
Kadapa,2022,Rabi,Tobacco,6821.15,645.67,33.92,62.15,33.34,192.66,0.46
Guntur,2022,Kharif,Groundnut,7593.92,942.13,35.35,52.36,53.96,119.19,2.3
Vizianagaram,2024,Kharif,Groundnut,7493.65,1189.07,30.48,68.78,66.52,90.18,2.05
Chittoor,2023,Kharif,Maize,3777.35,405.69,26.04,73.43,44.39,169.08,1.33
Kurnool,2022,Kharif,Groundnut,7615.03,710.31,36.27,71.55,97.54,89.94,2.48
Krishna,2020,Kharif,Cotton,5922.37,1293.31,26.29,59.15,81.83,110.26,4.8
East Godavari,2024,Rabi,Cotton,8966.15,1599.19,33.31,65.42,34.35,141.11,1.8
Kurnool,2023,Rabi,Cotton,1813.75,675.87,27.89,63.87,95.83,139.83,2.17
Srikakulam,2021,Rabi,Maize,2711.91,1528.58,30.06,55.41,65.13,185.71,2.73
Srikakulam,2022,Kharif,Groundnut,1962.41,1089.31,29.4,59.97,72.45,140.47,2.83
Visakhapatnam,2023,Rabi,Cotton,4135.72,1108.78,25.17,62.45,75.35,119.14,1.99
East Godavari,2021,Kharif,Groundnut,4418.0,1478.35,25.46,53.68,61.6,154.0,2.81
West Godavari,2021,Rabi,Cotton,4734.25,1583.7,25.1,59.71,38.54,115.48,1.96
West Godavari,2020,Kharif,Cotton,6104.94,1124.78,29.92,69.23,39.76,130.9,1.61
Srikakulam,2023,Kharif,Tobacco,9565.9,987.96,32.69,80.8,45.85,144.0,2.27
Krishna,2024,Kharif,Chili,8418.54,958.3,25.94,85.58,67.12,132.55,2.75
East Godavari,2023,Rabi,Pulses,7686.11,1526.1,28.7,52.58,46.12,143.24,2.88
Visakhapatnam,2020,Rabi,Maize,718.89,1255.56,27.44,53.75,64.09,169.22,1.84
Kurnool,2020,Rabi,Tobacco,9534.72,661.58,36.26,51.39,64.0,134.33,0.87
Vizianagaram,2024,Kharif,Pulses,9032.61,1102.67,30.96,81.69,75.37,148.82,2.69
East Godavari,2024,Kharif,Groundnut,2407.89,1756.17,26.58,88.96,45.9,180.4,2.07
Anantapur,2024,Rabi,Maize,3424.57,638.96,36.62,83.66,45.75,152.54,1.01
Kurnool,2022,Rabi,Maize,6867.83,748.08,29.82,83.63,53.45,163.74,1.52
West Godavari,2024,Kharif,Cotton,6549.11,1202.28,31.2,81.18,88.8,90.24,4.36
Chittoor,2024,Kharif,Tobacco,6267.72,898.39,26.95,51.56,79.02,192.76,1.84
Nellore,2023,Kharif,Rice,1716.91,849.33,35.59,86.46,58.53,121.43,1.68
Visakhapatnam,2020,Rabi,Tobacco,2606.07,959.55,24.95,85.44,34.09,149.38,1.08
Kadapa,2021,Rabi,Cotton,613.53,420.71,27.28,88.09,37.59,120.16,1.01
Kadapa,2021,Kharif,Cotton,7593.53,429.47,37.04,83.13,46.97,112.32,1.18
East Godavari,2024,Rabi,Pulses,5752.59,1998.32,27.1,69.72,75.41,103.58,5.4
Anantapur,2022,Rabi,Tobacco,3858.55,333.58,31.64,89.99,55.76,177.1,0.31
Kadapa,2024,Rabi,Chili,7791.55,567.04,36.14,81.96,59.04,160.84,0.88
Kurnool,2020,Kharif,Chili,9838.92,982.18,31.33,68.6,93.45,116.84,1.1
Kurnool,2020,Kharif,Pulses,6235.21,884.77,36.89,63.38,67.64,114.22,1.13
Krishna,2024,Kharif,Tobacco,5078.3,1534.48,32.88,67.08,30.92,167.2,1.48
Krishna,2020,Kharif,Sugarcane,4290.63,1071.62,32.04,59.28,99.84,143.77,4.05
Srikakulam,2020,Kharif,Rice,891.38,1292.76,32.19,65.5,97.44,106.78,4.39
Guntur,2022,Rabi,Rice,5118.18,1038.27,33.44,82.67,32.55,136.67,0.92
Vizianagaram,2024,Kharif,Cotton,7041.29,1044.62,30.33,52.98,79.83,105.09,2.0
Guntur,2020,Kharif,Maize,8326.1,918.49,26.46,69.59,45.32,111.61,1.84
Kurnool,2023,Kharif,Chili,6956.32,1146.25,35.19,76.03,76.47,111.09,0.94
Chittoor,2024,Kharif,Chili,6231.34,565.75,37.11,80.21,41.48,152.06,0.47
Nellore,2021,Kharif,Pulses,2448.13,935.79,35.95,73.63,70.81,158.3,2.98
Prakasam,2023,Rabi,Sugarcane,2596.59,746.44,36.21,52.61,84.34,83.29,1.2
Srikakulam,2023,Kharif,Cotton,4638.88,1513.6,27.62,51.16,90.89,147.69,4.39
Anantapur,2023,Rabi,Groundnut,7426.71,784.04,31.15,74.27,38.54,140.34,0.82
Krishna,2024,Rabi,Tobacco,6691.94,1004.09,32.16,69.79,87.07,95.01,2.96
Guntur,2020,Rabi,Maize,4775.69,1418.05,26.29,67.21,49.35,136.24,1.69
East Godavari,2023,Rabi,Cotton,9285.19,1128.71,28.97,56.96,74.01,142.86,3.29
Srikakulam,2021,Kharif,Maize,914.91,957.16,33.52,80.03,62.06,137.81,2.42
East Godavari,2024,Rabi,Chili,4846.92,1759.2,28.61,77.34,42.33,102.13,1.91
West Godavari,2020,Rabi,Sugarcane,2682.67,1672.67,32.2,87.08,89.87,150.66,5.21
Anantapur,2020,Kharif,Maize,6452.02,435.27,33.07,82.76,63.45,184.13,0.98
Visakhapatnam,2022,Rabi,Maize,4229.13,1134.35,28.75,75.83,45.64,96.59,1.19
West Godavari,2023,Rabi,Cotton,2389.22,1643.69,25.13,67.08,39.39,194.88,1.59
Guntur,2020,Rabi,Rice,5466.56,989.98,29.15,78.65,39.03,88.35,1.46
Krishna,2021,Kharif,Sugarcane,2702.04,1384.25,32.22,68.89,81.27,161.05,3.62
Vizianagaram,2023,Kharif,Chili,3376.56,1399.87,33.83,70.6,98.43,125.39,2.75
East Godavari,2023,Kharif,Sugarcane,544.83,1231.39,28.33,55.9,57.55,102.95,3.43
Anantapur,2022,Rabi,Groundnut,4210.46,713.18,35.14,87.1,64.11,197.65,1.22
Visakhapatnam,2020,Kharif,Cotton,892.06,1385.72,31.51,72.4,65.79,127.51,1.86
East Godavari,2024,Kharif,Sugarcane,8440.06,1217.24,32.6,76.74,40.62,117.37,1.56
Srikakulam,2024,Kharif,Pulses,4621.03,1630.92,29.51,81.59,90.07,172.76,3.49
Visakhapatnam,2020,Kharif,Pulses,6828.96,823.19,32.85,73.9,41.25,159.79,1.01
Guntur,2020,Kharif,Chili,3511.03,1446.08,35.65,85.87,68.4,128.9,2.89
Nellore,2021,Kharif,Chili,2057.15,1053.79,35.31,79.49,99.88,181.2,4.21
Chittoor,2020,Kharif,Groundnut,8328.63,895.18,29.86,56.73,52.62,163.21,1.71
Nellore,2020,Rabi,Pulses,3573.66,856.49,34.16,65.87,71.88,124.43,2.69
Kadapa,2024,Rabi,Chili,823.9,703.94,33.02,58.15,40.26,119.0,0.75
Prakasam,2023,Rabi,Pulses,5108.86,634.99,35.38,54.62,97.87,135.05,2.46
East Godavari,2022,Rabi,Chili,1616.73,1198.65,25.44,89.37,34.94,159.19,1.44
Anantapur,2021,Kharif,Pulses,4026.38,538.89,34.74,85.74,41.24,156.54,0.93
Guntur,2021,Rabi,Sugarcane,2451.83,1315.99,35.06,62.76,54.69,128.3,2.1
Krishna,2022,Rabi,Chili,6253.96,1259.32,28.33,58.12,84.58,127.73,3.06
Srikakulam,2023,Kharif,Rice,5991.39,1174.09,26.24,69.45,79.69,124.04,3.03
Vizianagaram,2023,Kharif,Cotton,7618.43,1026.27,29.51,51.63,88.23,192.6,2.89
Guntur,2023,Rabi,Tobacco,7087.08,862.49,29.2,88.73,58.75,186.27,1.88
West Godavari,2023,Rabi,Pulses,1467.61,1375.48,27.14,67.4,56.09,150.01,2.85
Krishna,2024,Rabi,Cotton,841.94,1082.59,31.69,77.13,50.5,181.23,2.5
Anantapur,2022,Kharif,Rice,8615.87,716.7,33.68,53.59,33.59,185.14,0.31
Kurnool,2022,Rabi,Groundnut,3971.49,1045.82,27.03,82.19,67.87,133.97,1.74
Srikakulam,2023,Rabi,Maize,7285.21,1679.19,28.28,80.47,80.63,164.29,3.43
Guntur,2024,Rabi,Maize,9117.06,984.8,33.85,73.46,50.84,175.37,1.24
East Godavari,2024,Kharif,Maize,4296.75,1925.16,31.28,76.65,83.65,134.73,4.68
East Godavari,2020,Kharif,Sugarcane,2849.68,1853.0,30.6,60.59,51.21,149.19,2.86
Vizianagaram,2021,Kharif,Maize,4170.51,1016.63,25.73,55.81,49.16,151.83,1.53
East Godavari,2020,Kharif,Pulses,4598.41,1304.93,24.8,82.59,87.66,157.84,3.59
Prakasam,2023,Kharif,Pulses,3809.46,806.53,26.02,89.89,80.38,147.75,2.35
East Godavari,2024,Kharif,Maize,1313.07,1533.25,29.38,54.16,81.82,176.96,4.75
Kadapa,2021,Rabi,Pulses,1395.17,430.51,36.36,83.14,83.44,188.96,1.37
Nellore,2023,Kharif,Rice,5045.3,917.28,30.94,54.33,69.57,138.06,2.22
Prakasam,2020,Rabi,Tobacco,5000.04,766.56,28.4,53.37,49.16,183.03,0.66
West Godavari,2020,Kharif,Pulses,630.42,1087.37,28.28,54.85,54.64,111.97,2.49
Krishna,2020,Rabi,Maize,8706.94,1223.31,30.7,79.58,63.19,157.2,3.99
Prakasam,2022,Rabi,Chili,5325.19,646.01,35.3,61.92,55.7,127.18,1.27
Nellore,2023,Kharif,Maize,1689.45,712.27,35.39,89.84,62.26,192.82,2.28
Srikakulam,2022,Kharif,Rice,2997.38,1632.41,28.22,55.78,88.05,106.68,4.42
Nellore,2024,Kharif,Chili,1366.48,1176.79,30.37,79.82,96.32,96.18,4.15
Srikakulam,2022,Rabi,Sugarcane,8288.69,986.85,30.88,88.35,68.4,127.81,2.29
Anantapur,2023,Rabi,Cotton,5937.81,623.51,30.84,79.81,56.77,107.81,0.41
Chittoor,2023,Kharif,Chili,9153.51,796.17,36.53,89.55,37.31,163.05,0.62
Prakasam,2022,Kharif,Maize,7720.24,840.9,28.02,65.71,87.12,128.88,1.72
East Godavari,2024,Kharif,Sugarcane,8575.51,1573.34,27.59,80.6,59.47,123.04,3.61
Visakhapatnam,2021,Rabi,Tobacco,1088.59,914.17,29.48,50.56,66.91,168.96,2.29
Chittoor,2024,Kharif,Cotton,8463.41,797.26,33.27,66.75,99.94,196.01,3.36
Vizianagaram,2024,Rabi,Maize,1061.17,1254.33,33.88,85.42,61.05,175.97,2.69
Prakasam,2022,Kharif,Tobacco,4990.95,824.5,27.46,61.55,60.9,80.84,0.93
Srikakulam,2023,Kharif,Sugarcane,5989.97,898.36,25.38,70.15,63.49,164.03,2.34
Vizianagaram,2020,Kharif,Chili,9775.78,705.77,28.89,55.4,84.16,117.72,2.44
Kurnool,2021,Rabi,Rice,4079.2,630.79,37.28,75.57,44.33,151.0,0.59
East Godavari,2022,Kharif,Pulses,6146.56,1647.61,33.26,77.51,76.68,124.71,3.73
Kadapa,2023,Kharif,Maize,4601.52,461.33,30.65,62.07,45.97,149.47,0.67
Srikakulam,2024,Kharif,Groundnut,3926.62,1568.93,25.81,79.42,70.58,169.12,2.6
Nellore,2021,Rabi,Cotton,2460.48,1266.16,35.39,86.21,79.92,83.09,2.17
Chittoor,2021,Kharif,Chili,807.69,473.97,27.4,89.02,47.54,127.85,1.26
East Godavari,2021,Rabi,Maize,1142.08,1079.09,24.41,83.63,92.29,170.15,5.14
Guntur,2021,Kharif,Groundnut,8164.84,1203.96,32.85,67.5,92.32,159.46,3.14
Kurnool,2020,Kharif,Pulses,5191.69,1030.07,36.3,59.74,40.51,165.61,1.23
Nellore,2021,Rabi,Maize,1904.1,763.46,31.38,80.4,96.02,94.79,3.04
Anantapur,2020,Kharif,Cotton,1014.09,455.47,38.19,89.1,41.97,177.3,0.64
Nellore,2021,Kharif,Chili,9729.97,1219.2,30.15,69.48,63.33,96.09,2.46
Prakasam,2024,Rabi,Rice,3401.93,1067.34,31.95,88.27,40.36,104.88,0.53
Kurnool,2020,Kharif,Groundnut,5477.96,810.39,35.89,58.85,62.26,142.89,1.13
Chittoor,2024,Kharif,Maize,3812.18,658.72,29.3,86.88,40.25,176.5,0.8
West Godavari,2021,Rabi,Tobacco,2506.63,1262.04,24.87,62.99,82.94,80.84,4.31
Krishna,2024,Rabi,Tobacco,8144.88,1089.04,31.25,76.34,39.8,159.68,2.31
Chittoor,2024,Kharif,Pulses,4204.62,857.58,27.51,70.12,78.11,161.49,1.67
Chittoor,2020,Rabi,Groundnut,8982.56,607.47,29.14,52.57,67.44,128.07,1.66
Kadapa,2020,Kharif,Pulses,3508.77,440.03,28.61,85.86,99.97,127.76,1.62
Srikakulam,2023,Kharif,Chili,7878.46,1328.32,24.7,64.32,72.98,154.96,2.93
Prakasam,2022,Rabi,Maize,6283.71,1006.56,31.58,68.41,94.89,191.76,2.46
Srikakulam,2023,Rabi,Tobacco,3978.51,1461.91,29.13,64.84,80.91,93.79,2.9
East Godavari,2020,Kharif,Cotton,6506.59,1061.65,31.34,76.26,80.23,177.45,4.55
Nellore,2020,Rabi,Groundnut,6844.69,1048.25,27.25,52.93,44.55,94.41,1.75
Kurnool,2022,Rabi,Chili,8817.19,849.81,29.5,53.19,95.43,103.76,2.99
Kadapa,2023,Rabi,Cotton,5762.68,907.55,34.16,82.63,86.3,170.83,1.31
Guntur,2020,Rabi,Rice,1269.42,896.03,35.93,74.68,85.87,158.39,2.45
Prakasam,2021,Kharif,Pulses,3157.42,901.45,35.36,72.01,78.52,115.25,2.73
Guntur,2021,Rabi,Tobacco,8763.81,1306.73,30.86,64.2,89.43,85.23,2.15
Guntur,2022,Kharif,Groundnut,4839.96,1077.55,27.39,85.04,49.74,108.72,1.34
Prakasam,2022,Kharif,Maize,7852.64,1064.19,35.67,80.65,73.71,91.08,1.41
Srikakulam,2024,Rabi,Cotton,9972.21,918.3,27.0,61.24,54.34,163.9,2.24
Chittoor,2020,Kharif,Tobacco,3004.57,649.82,29.29,63.38,61.4,120.18,1.35
East Godavari,2020,Kharif,Chili,4502.48,1986.57,27.3,65.7,55.89,138.19,2.24
Krishna,2020,Kharif,Pulses,4446.29,1180.58,29.73,65.72,58.01,195.9,2.75
Visakhapatnam,2020,Rabi,Cotton,5184.41,1316.88,29.94,73.16,62.53,124.09,1.74
Vizianagaram,2022,Kharif,Rice,4900.62,1236.09,29.25,75.41,61.15,111.68,2.03
Vizianagaram,2023,Kharif,Groundnut,2097.76,727.19,32.43,68.01,65.54,84.49,2.03
Srikakulam,2021,Kharif,Groundnut,1880.68,1197.41,27.06,67.73,37.95,177.83,1.88
Kurnool,2021,Kharif,Cotton,9344.29,848.94,29.31,50.01,96.33,109.57,2.41
Prakasam,2022,Rabi,Cotton,6064.9,935.4,33.61,83.15,63.62,172.36,1.89
Visakhapatnam,2024,Rabi,Cotton,3459.05,821.27,29.43,66.65,99.22,141.2,3.99
Kurnool,2024,Kharif,Pulses,3237.45,820.72,29.24,88.53,71.69,178.13,1.33
Visakhapatnam,2023,Rabi,Chili,7317.24,1049.33,24.59,55.9,91.34,114.2,2.42
Nellore,2022,Rabi,Maize,5927.71,940.39,29.99,68.16,48.72,87.92,1.73
Nellore,2024,Kharif,Sugarcane,8167.68,1218.05,30.72,65.8,85.91,99.15,3.42
Chittoor,2021,Kharif,Groundnut,3605.16,655.17,27.13,58.76,37.97,96.21,0.63
Prakasam,2023,Kharif,Cotton,9854.65,847.03,26.4,73.01,81.77,161.66,2.32
Nellore,2023,Rabi,Tobacco,2616.4,1135.6,29.88,76.99,30.22,83.04,1.04
Krishna,2022,Rabi,Groundnut,5586.39,997.88,31.89,64.57,54.21,119.55,2.12
West Godavari,2023,Kharif,Cotton,2545.8,1207.29,30.06,57.51,93.81,93.71,4.79
West Godavari,2021,Rabi,Rice,8789.78,1661.25,26.27,78.84,51.61,169.86,2.97
Srikakulam,2023,Kharif,Rice,1072.75,1156.69,26.7,76.97,88.49,103.55,3.02
Nellore,2023,Kharif,Maize,7845.24,1224.95,27.76,88.29,40.14,169.81,1.09
Chittoor,2023,Kharif,Chili,8771.35,795.66,28.08,59.54,94.73,141.46,1.49
Nellore,2020,Rabi,Groundnut,4818.01,841.05,33.24,81.67,49.26,124.72,1.75
Vizianagaram,2023,Rabi,Sugarcane,5077.38,819.42,25.36,79.68,85.4,88.74,2.36
Visakhapatnam,2021,Kharif,Sugarcane,4955.35,1011.01,28.22,67.8,60.5,176.97,1.96
Chittoor,2021,Rabi,Maize,5874.41,665.5,37.42,85.4,96.84,94.16,3.17
West Godavari,2021,Kharif,Groundnut,3696.87,1580.38,26.67,77.79,42.11,102.31,2.04
West Godavari,2023,Kharif,Maize,5052.01,1400.13,29.09,62.59,85.89,172.24,4.36
Kurnool,2022,Kharif,Groundnut,3066.09,1088.76,37.18,82.27,34.59,141.89,0.66
Anantapur,2020,Rabi,Pulses,7973.3,633.76,28.88,84.28,82.97,169.78,1.09
Kadapa,2020,Rabi,Maize,1599.6,955.7,29.24,76.91,41.82,116.79,0.85
Kurnool,2022,Rabi,Cotton,2443.44,1021.79,29.85,51.36,36.89,178.23,1.19
Prakasam,2024,Kharif,Chili,8189.48,1039.51,31.22,72.71,46.0,194.85,1.28
Visakhapatnam,2020,Rabi,Cotton,3795.78,1456.8,28.05,83.78,73.13,187.74,3.18
Kurnool,2021,Rabi,Tobacco,6433.88,556.8,34.53,57.63,40.48,127.04,0.8
Vizianagaram,2024,Kharif,Tobacco,9521.94,983.48,27.43,86.78,57.82,177.7,1.53
Vizianagaram,2023,Rabi,Tobacco,8685.16,1098.17,24.33,89.47,43.19,133.26,1.92
Guntur,2024,Kharif,Cotton,6270.25,854.95,32.7,83.1,32.48,199.28,1.06
Vizianagaram,2022,Rabi,Rice,4487.37,1388.12,26.2,81.49,96.67,80.19,2.78
Krishna,2023,Kharif,Sugarcane,4553.71,1199.45,28.8,58.13,37.58,184.2,1.69
East Godavari,2021,Kharif,Rice,5767.82,1359.12,29.76,65.47,34.12,163.2,1.33
Kurnool,2023,Kharif,Rice,9935.47,813.29,36.29,85.7,38.17,167.48,0.95
Srikakulam,2024,Kharif,Rice,8224.99,1564.53,28.27,75.58,54.88,133.27,2.84
Srikakulam,2024,Rabi,Tobacco,6064.47,823.58,31.0,87.09,50.5,143.5,2.69
Kadapa,2021,Rabi,Sugarcane,605.08,626.73,35.85,74.2,84.32,138.9,1.67
Krishna,2023,Kharif,Maize,754.09,1469.05,28.14,86.97,40.09,165.03,2.0
East Godavari,2021,Kharif,Cotton,8254.45,1107.45,25.6,65.32,63.07,168.92,3.67
Anantapur,2022,Rabi,Chili,2381.79,660.45,30.4,62.64,54.77,186.48,0.73
Anantapur,2023,Kharif,Cotton,8527.15,378.88,31.84,79.74,71.51,183.33,0.66
Anantapur,2023,Kharif,Rice,9456.62,477.12,32.11,57.94,78.98,145.79,0.63
Anantapur,2020,Rabi,Cotton,7102.58,305.07,36.58,82.65,32.67,190.13,0.39
Chittoor,2022,Rabi,Pulses,9866.61,590.94,27.82,57.11,61.37,117.28,1.45
Anantapur,2023,Kharif,Groundnut,2172.1,672.94,32.88,56.97,84.99,169.36,1.32
Vizianagaram,2021,Rabi,Cotton,3646.09,1325.25,32.72,66.15,96.6,180.96,3.89
Vizianagaram,2022,Kharif,Cotton,2171.28,1301.51,34.87,82.82,57.02,183.09,1.9
Krishna,2024,Rabi,Tobacco,2587.32,1324.1,31.13,73.37,79.78,80.79,4.77
Srikakulam,2023,Rabi,Groundnut,7902.72,1545.06,30.38,53.14,79.87,197.95,4.62
Srikakulam,2021,Kharif,Pulses,7002.92,1109.8,30.88,61.31,48.56,163.69,2.53
Visakhapatnam,2023,Kharif,Sugarcane,2965.07,1142.75,30.97,53.66,53.91,180.66,2.4
East Godavari,2023,Kharif,Tobacco,5360.91,1385.81,29.17,51.74,81.7,158.72,4.11
Visakhapatnam,2021,Kharif,Maize,7881.09,729.1,30.12,78.06,74.05,194.14,3.1
Anantapur,2023,Rabi,Cotton,1155.23,412.24,37.66,58.84,77.73,173.51,0.47
Chittoor,2020,Rabi,Cotton,5226.57,747.53,31.69,71.12,45.6,162.62,0.91
East Godavari,2023,Rabi,Cotton,2649.6,1322.18,24.07,52.97,94.52,107.56,5.3
Kurnool,2024,Rabi,Groundnut,6021.91,658.63,27.34,84.83,64.11,153.35,2.06
Chittoor,2022,Kharif,Maize,7035.31,917.3,32.35,60.5,46.72,195.43,0.97
East Godavari,2020,Rabi,Chili,700.85,1143.09,29.9,66.8,49.84,185.5,2.21
West Godavari,2024,Rabi,Sugarcane,9273.16,1315.98,31.57,81.01,42.54,176.25,2.09
Prakasam,2021,Kharif,Chili,8410.6,981.95,30.48,53.84,39.93,147.91,1.07
Vizianagaram,2024,Kharif,Groundnut,5803.89,1493.53,31.35,57.65,75.48,94.58,3.15
Nellore,2023,Rabi,Chili,8896.93,635.34,28.72,74.39,66.31,165.34,2.47
Krishna,2021,Rabi,Pulses,9397.46,1385.44,31.33,68.38,88.09,101.11,3.47
East Godavari,2021,Kharif,Tobacco,8303.65,1289.52,28.59,87.06,87.96,99.15,5.34
Prakasam,2022,Rabi,Pulses,2163.17,574.37,31.26,75.83,90.07,121.36,1.49
West Godavari,2023,Kharif,Maize,3606.49,1250.08,31.94,66.16,47.98,105.46,2.71
Nellore,2021,Rabi,Pulses,8330.43,946.37,29.78,54.44,47.52,183.63,1.14
East Godavari,2020,Rabi,Rice,1833.74,1699.15,26.18,58.37,85.18,153.73,5.96
Guntur,2023,Rabi,Chili,1954.95,812.84,29.07,79.8,79.05,182.74,2.37
Nellore,2021,Kharif,Chili,8222.66,1236.27,31.53,82.8,42.17,173.26,1.11
Guntur,2021,Rabi,Rice,1541.94,1412.93,27.48,56.54,72.74,100.2,3.17
West Godavari,2020,Rabi,Sugarcane,6673.72,1012.63,24.91,58.84,48.06,156.72,1.7
Guntur,2021,Kharif,Maize,1417.78,1268.88,31.15,72.77,45.09,169.4,1.96
Visakhapatnam,2020,Kharif,Maize,5483.58,1222.72,27.29,76.52,76.69,99.99,3.37
Nellore,2024,Kharif,Maize,3282.12,1223.53,30.57,85.03,55.35,120.02,2.37
Visakhapatnam,2021,Kharif,Pulses,3892.2,804.49,30.56,77.17,69.72,156.29,2.54
Prakasam,2020,Kharif,Groundnut,1241.3,685.27,27.41,63.4,49.77,111.18,1.26
Vizianagaram,2021,Kharif,Tobacco,9186.8,777.1,32.95,83.61,92.95,86.24,4.03
Kurnool,2023,Rabi,Sugarcane,8975.86,940.01,31.02,88.38,87.4,155.37,2.26
Krishna,2023,Kharif,Sugarcane,2187.82,1357.58,33.24,78.24,87.18,121.8,5.84
East Godavari,2023,Rabi,Chili,4460.87,1364.89,26.38,88.56,70.69,149.99,4.67
Anantapur,2023,Kharif,Sugarcane,3445.55,331.09,38.84,53.54,65.43,140.28,0.58
Guntur,2023,Kharif,Tobacco,5819.2,1108.27,26.71,66.79,42.49,135.45,1.88
Prakasam,2021,Rabi,Chili,804.69,515.61,32.81,61.94,87.37,114.75,1.93
Nellore,2022,Rabi,Chili,6317.66,1194.82,26.29,64.41,58.5,177.78,1.64
Kadapa,2023,Rabi,Groundnut,5631.54,911.33,31.58,51.09,40.76,134.49,0.88
Krishna,2023,Kharif,Rice,6118.73,914.93,31.83,54.9,47.9,87.17,2.8
Chittoor,2020,Kharif,Tobacco,3441.57,651.51,29.53,76.75,89.87,145.3,2.84
Chittoor,2020,Kharif,Pulses,3504.72,672.8,30.71,70.03,93.14,188.85,1.8
Chittoor,2023,Rabi,Pulses,5858.71,841.75,27.83,68.59,46.3,196.7,1.54
Chittoor,2023,Rabi,Chili,8898.78,892.46,35.92,79.24,87.27,148.66,3.07
East Godavari,2022,Rabi,Tobacco,8346.98,1918.83,25.65,54.66,81.51,110.59,5.72
Anantapur,2023,Rabi,Sugarcane,2439.34,319.89,34.12,79.4,52.07,197.45,0.39
Kurnool,2023,Kharif,Sugarcane,6629.61,1192.63,33.96,84.35,44.81,155.61,0.81
West Godavari,2022,Rabi,Pulses,7870.63,1243.04,33.11,73.37,58.23,185.73,3.01
West Godavari,2023,Rabi,Groundnut,4736.73,1142.6,29.89,88.86,91.63,127.4,4.84
Nellore,2023,Kharif,Cotton,2513.14,1063.48,32.03,73.54,30.42,90.5,1.34
Nellore,2021,Rabi,Chili,8217.66,747.42,32.23,63.95,47.23,136.58,2.04
Kadapa,2022,Kharif,Pulses,5667.49,714.64,34.09,65.88,88.34,121.37,1.69
Kurnool,2024,Rabi,Pulses,2696.23,1061.89,29.31,88.67,40.89,185.99,1.14
Vizianagaram,2023,Kharif,Sugarcane,1482.78,1494.83,28.71,73.51,50.51,186.34,1.73
Kadapa,2022,Kharif,Rice,5366.66,942.49,33.51,73.26,99.55,140.29,1.42
West Godavari,2023,Rabi,Cotton,1729.44,1183.08,31.67,59.62,91.27,104.08,5.05
Visakhapatnam,2024,Rabi,Rice,7147.79,758.48,32.0,66.03,71.28,105.25,2.75
Anantapur,2023,Kharif,Chili,9311.01,732.02,36.56,67.47,53.29,95.18,0.61
Anantapur,2020,Kharif,Sugarcane,740.66,580.45,34.95,55.33,85.33,122.46,0.89
Anantapur,2024,Rabi,Cotton,8162.02,544.53,33.65,65.79,95.63,107.71,0.8
Chittoor,2024,Rabi,Cotton,1475.78,820.14,30.61,68.21,60.96,198.61,0.9
East Godavari,2024,Kharif,Rice,8602.97,1386.86,28.08,68.05,85.11,105.41,3.09
Kadapa,2020,Rabi,Tobacco,1707.53,564.26,30.35,74.02,91.98,151.72,2.32
Kadapa,2022,Rabi,Tobacco,7768.27,643.69,37.18,63.61,40.66,161.16,0.65
Anantapur,2021,Rabi,Chili,4936.12,762.96,30.77,66.47,75.0,189.49,1.08
Srikakulam,2023,Rabi,Groundnut,8942.67,1333.71,31.04,70.76,88.46,153.69,3.24
Prakasam,2021,Kharif,Maize,4397.23,1068.68,27.12,62.22,74.57,129.93,1.82
East Godavari,2022,Kharif,Cotton,7390.47,1661.93,29.27,80.61,91.29,90.82,5.48
Chittoor,2024,Kharif,Pulses,2316.65,770.37,36.46,65.73,54.31,175.68,0.8
Vizianagaram,2021,Rabi,Groundnut,5256.07,1186.78,29.56,61.0,30.46,101.88,1.16
East Godavari,2024,Rabi,Cotton,1886.67,1123.81,30.66,57.01,74.43,127.08,2.89
Anantapur,2021,Kharif,Cotton,3187.55,323.03,32.76,88.51,85.62,185.15,0.58
Anantapur,2024,Rabi,Maize,8356.8,478.41,30.59,63.69,90.53,166.85,1.47
